Depthm,T_degC,Salnty,O2ml_L,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM
30,15.57,33.455,6.61,0.79,0.21,0.29,0.4,0.0,0.0,0.25
32,15.37,33.458,6.85,0.97,0.27,0.29,0.2,0.0,0.0,0.27
41,13.8,33.372,6.33,1.74,0.66,0.57,2.8,0.1,3.0,0.43
50,12.76,33.536,5.22,0.37,0.34,1.06,8.6,0.45,10.4,0.47
60,11.63,33.546,4.79,0.17,0.16,1.27,13.1,0.04,14.6,0.03
70,11.48,33.58,4.61,0.09,0.13,1.34,14.4,0.02,15.8,0.06
75,11.24,33.623,4.36,0.07,0.11,1.43,16.2,0.01,17.1,0.05
87,10.59,33.718,3.74,0.04,0.07,1.65,20.5,0.0,20.3,0.0
100,10.3,33.755,3.47,0.02,0.07,1.74,22.3,0.0,21.6,0.0
101,10.28,33.763,3.46,0.02,0.07,1.74,22.4,0.0,21.7,0.0
120,9.86,33.818,3.15,0.01,0.06,1.84,24.4,0.0,23.5,0.0
125,9.58,33.878,2.98,0.01,0.06,1.89,25.7,0.0,24.2,0.0
139,9.34,33.961,2.51,0.01,0.05,2.05,29.6,0.0,26.1,0.0
150,9.24,33.988,2.46,0.01,0.05,2.11,31.7,0.0,26.9,0.0
173,8.69,34.051,2.35,0.01,0.04,2.17,35.1,0.0,28.0,0.0
200,8.46,34.093,2.06,0.0,0.03,2.28,38.6,0.0,29.3,0.0
0,18.15,33.546,5.65,0.26,0.04,0.25,0.8,0.0,0.0,0.14
1,18.15,33.546,5.65,0.26,0.04,0.25,0.8,0.0,0.0,0.14
10,18.12,33.54,5.66,0.27,0.04,0.24,0.7,0.0,0.0,0.02
11,18.1,33.545,5.66,0.27,0.04,0.24,0.7,0.0,0.0,0.0
20,17.89,33.543,5.7,0.29,0.05,0.24,0.4,0.0,0.0,0.0
21,17.92,33.545,5.7,0.29,0.05,0.24,0.4,0.0,0.0,0.0
30,13.93,33.499,5.63,1.25,0.6,0.79,5.3,0.32,6.6,0.42
41,13.26,33.513,5.39,0.59,0.37,0.96,7.6,0.46,8.9,0.51
50,12.21,33.539,5.06,0.2,0.19,1.16,10.8,0.13,12.8,0.15
51,12.17,33.541,5.02,0.17,0.17,1.18,11.2,0.09,13.2,0.11
60,11.83,33.579,4.84,0.09,0.12,1.28,12.9,0.03,14.8,0.07
69,11.54,33.603,4.69,0.06,0.09,1.36,14.3,0.02,16.1,0.0
75,11.27,33.633,4.53,0.05,0.08,1.42,15.4,0.01,17.0,0.0
84,11.02,33.662,4.26,0.04,0.07,1.5,17.2,0.01,18.4,0.01
100,10.54,33.718,3.86,0.02,0.06,1.62,19.8,0.01,20.2,0.0
101,10.51,33.722,3.84,0.02,0.06,1.63,20.0,0.01,20.3,0.0
119,9.71,33.83,3.33,0.01,0.05,1.78,24.0,0.01,22.7,0.0
125,9.57,33.852,3.27,0.01,0.05,1.8,24.7,0.01,23.0,0.04
140,9.29,33.897,3.19,0.01,0.04,1.82,26.3,0.01,23.6,0.12
150,9.1,33.941,3.11,0.01,0.04,1.85,27.7,0.01,24.2,0.11
169,8.84,33.989,2.9,0.0,0.03,1.94,30.7,0.0,25.6,0.04
200,8.43,34.055,2.34,0.0,0.02,2.16,36.8,0.0,28.4,0.0
202,8.43,34.056,2.3,0.0,0.02,2.18,37.2,0.0,28.6,0.0
0,17.81,33.541,5.59,0.21,0.04,0.31,2.3,0.0,0.0,0.18
2,17.81,33.541,5.59,0.21,0.04,0.31,2.3,0.0,0.0,0.18
9,17.8,33.541,5.58,0.21,0.04,0.31,2.3,0.0,0.0,0.0
10,17.79,33.534,5.59,0.22,0.04,0.31,2.3,0.0,0.0,0.01
19,17.43,33.535,5.7,0.29,0.09,0.31,2.4,0.0,0.0,0.09
20,17.24,33.532,5.76,0.33,0.11,0.31,2.4,0.0,0.0,0.1
28,16.23,33.507,6.17,0.6,0.3,0.35,2.2,0.02,0.1,0.14
30,15.07,33.526,6.15,0.6,0.3,0.44,2.8,0.07,1.3,0.37
38,13.46,33.51,5.82,0.61,0.29,0.88,6.3,0.37,7.2,1.01
46,12.31,33.555,5.33,0.37,0.19,1.15,9.9,0.69,12.0,0.05
50,12.08,33.595,5.15,0.28,0.15,1.22,11.4,0.31,13.7,0.02
52,12.04,33.59,5.08,0.24,0.14,1.25,12.1,0.1,14.4,0.0
62,11.65,33.604,4.92,0.15,0.1,1.33,13.5,0.02,15.6,0.0
70,11.11,33.731,4.24,0.08,0.05,1.58,18.3,0.01,19.6,0.0
75,10.85,33.752,4.08,0.05,0.04,1.66,19.7,0.01,20.7,0.0
85,10.48,33.777,3.93,0.02,0.03,1.75,21.1,0.01,21.8,0.0
100,9.77,33.795,3.41,0.01,0.03,1.85,24.0,0.0,23.7,0.0
119,8.99,33.909,3.01,0.0,0.03,1.91,28.3,0.0,25.3,0.0
125,8.91,33.945,2.87,0.0,0.03,1.95,29.6,0.0,25.9,0.0
140,8.77,33.987,2.56,0.0,0.04,2.06,32.6,0.0,27.3,0.01
150,8.67,34.005,2.49,0.0,0.03,2.09,33.6,0.0,27.7,0.01
170,8.52,34.036,2.41,0.0,0.01,2.13,35.5,0.0,28.2,0.0
200,8.13,34.078,1.98,0.0,0.02,2.32,40.8,0.0,30.5,0.07
202,8.12,34.082,1.95,0.0,0.02,2.33,41.2,0.0,30.7,0.08
0,17.72,33.569,5.59,0.21,0.04,0.3,1.2,0.02,0.0,0.03
2,17.72,33.569,5.59,0.21,0.04,0.3,1.2,0.02,0.0,0.03
10,17.73,33.569,5.59,0.21,0.04,0.29,1.1,0.0,0.0,0.0
19,17.48,33.579,5.68,0.26,0.1,0.29,1.4,0.0,0.0,0.0
20,17.31,33.573,5.71,0.27,0.12,0.29,1.4,0.0,0.0,0.0
24,16.94,33.573,5.86,0.36,0.18,0.29,1.4,0.01,0.1,0.0
30,16.11,33.579,6.01,0.58,0.25,0.4,2.0,0.05,1.1,0.0
39,13.49,33.464,5.76,0.46,0.2,0.84,6.5,0.38,6.8,0.38
49,11.81,33.303,5.44,0.44,0.2,1.03,9.2,0.3,10.1,0.0
50,11.66,33.3,5.41,0.43,0.19,1.05,9.5,0.28,10.5,0.0
60,11.33,33.41,5.1,0.28,0.13,1.23,12.2,0.05,13.8,0.0
69,11.22,33.537,4.87,0.21,0.09,1.34,14.0,0.05,15.6,0.0
75,11.04,33.583,4.73,0.16,0.07,1.42,14.9,0.04,16.7,0.0
85,10.89,33.66,4.42,0.08,0.06,1.55,16.8,0.03,18.7,0.0
100,9.96,33.741,3.63,0.02,0.06,1.76,21.8,0.03,22.2,0.0
119,9.32,33.823,3.26,0.01,0.03,1.84,25.2,0.02,23.9,0.02
125,9.18,33.858,3.21,0.01,0.03,1.86,26.0,0.02,24.2,0.02
138,9.04,33.888,3.13,0.01,0.03,1.91,27.6,0.01,24.9,0.0
150,8.68,33.964,2.98,0.01,0.03,1.96,29.5,0.01,25.9,0.0
169,8.56,33.981,2.71,0.0,0.03,2.05,33.0,0.02,27.5,0.0
200,8.08,34.039,2.31,0.0,0.03,2.23,39.2,0.01,29.7,0.0
201,8.1,34.045,2.3,0.0,0.03,2.24,39.4,0.01,29.8,0.0
0,17.25,33.409,5.73,0.19,0.03,0.3,0.4,0.0,0.0,0.0
2,17.25,33.409,5.73,0.19,0.03,0.3,0.4,0.0,0.0,0.0
10,16.85,33.474,5.82,0.22,0.03,0.28,0.0,0.0,0.0,0.01
20,16.43,33.422,5.87,0.28,0.08,0.3,0.1,0.0,0.0,0.08
30,15.36,33.276,6.08,0.75,0.29,0.38,1.2,0.01,0.1,0.22
40,13.69,33.167,5.93,0.6,0.43,0.54,3.5,0.16,1.8,0.67
49,12.75,33.037,5.86,0.42,0.37,0.63,4.6,0.3,3.1,0.38
50,12.64,33.023,5.84,0.41,0.36,0.64,4.7,0.3,3.3,0.35
59,11.93,33.012,5.67,0.29,0.26,0.76,5.9,0.28,5.3,0.09
69,11.41,33.14,5.45,0.16,0.16,0.9,7.6,0.05,8.2,0.0
75,11.61,33.315,5.3,0.11,0.11,1.03,9.4,0.03,10.4,0.01
84,11.3,33.387,5.09,0.06,0.07,1.21,12.2,0.01,13.4,0.04
100,10.49,33.458,4.8,0.04,0.09,1.39,15.5,0.01,16.1,0.0
125,10.03,33.821,3.63,0.02,0.07,1.74,22.6,0.0,21.7,0.0
139,9.51,33.859,2.98,0.02,0.05,1.91,26.3,0.0,24.4,0.0
150,9.23,33.91,2.88,0.02,0.05,1.96,28.1,0.0,25.3,0.0
169,8.93,33.95,2.72,0.01,0.05,2.01,30.4,0.0,26.1,0.0
200,8.54,33.998,2.6,0.01,0.05,2.08,34.0,0.0,27.2,0.16
201,8.54,34.0,2.59,0.01,0.05,2.08,34.1,0.0,27.2,0.16
0,17.86,32.989,5.58,0.12,0.0,0.35,2.6,0.0,0.0,0.14
2,17.86,32.989,5.58,0.12,0.0,0.35,2.6,0.0,0.0,0.14
10,17.13,32.973,5.65,0.11,0.03,0.36,2.6,0.0,0.0,0.01
20,17.01,33.004,5.66,0.16,0.04,0.35,2.6,0.0,0.0,0.08
30,16.56,33.07,5.79,0.2,0.06,0.35,2.9,0.0,0.0,0.0
38,15.86,33.078,5.93,0.27,0.1,0.35,2.8,0.0,0.0,0.13
50,14.73,33.059,6.05,0.34,0.18,0.36,2.7,0.0,0.0,0.15
54,14.55,33.049,6.07,0.35,0.2,0.36,2.7,0.0,0.0,0.16
69,13.76,33.038,6.04,0.39,0.24,0.39,2.7,0.02,0.1,0.26
75,13.37,33.019,5.96,0.3,0.25,0.46,3.2,0.17,0.9,0.37
79,13.0,33.013,5.91,0.24,0.26,0.51,3.6,0.27,1.5,0.39
84,12.88,33.026,5.86,0.22,0.27,0.54,3.8,0.35,1.8,0.25
100,12.16,33.098,5.55,0.15,0.16,0.73,5.6,0.04,5.5,0.06
118,11.48,33.275,5.26,0.06,0.07,0.96,8.4,0.01,9.6,0.03
125,11.06,33.308,5.11,0.04,0.05,1.07,10.1,0.0,11.5,0.02
138,10.89,33.479,4.76,0.03,0.04,1.29,13.7,0.0,14.9,0.0
150,10.41,33.6,4.32,0.02,0.04,1.47,17.0,0.0,17.7,0.02
168,9.81,33.728,3.64,0.01,0.03,1.7,21.7,0.0,21.4,0.05
200,9.02,33.933,2.78,0.0,0.03,1.99,29.2,0.0,25.9,0.0
201,9.06,33.935,2.76,0.0,0.03,2.0,29.4,0.0,26.0,0.0
0,18.58,33.313,5.44,0.1,0.01,0.32,2.7,0.0,0.1,0.0
2,18.58,33.313,5.44,0.1,0.01,0.32,2.7,0.0,0.1,0.0
10,18.56,33.312,5.44,0.1,0.01,0.32,2.7,0.0,0.1,0.05
20,18.35,33.302,5.52,0.11,0.01,0.32,2.6,0.0,0.1,0.06
25,17.61,33.229,5.6,0.12,0.02,0.32,2.6,0.0,0.1,0.07
30,16.74,33.173,5.76,0.13,0.03,0.33,2.6,0.0,0.1,0.05
39,15.27,33.059,6.03,0.14,0.05,0.34,2.7,0.0,0.1,0.01
49,14.49,33.055,6.08,0.16,0.07,0.36,2.8,0.0,0.0,0.0
50,14.16,33.056,6.08,0.17,0.07,0.36,2.8,0.02,0.0,0.01
62,13.42,33.033,5.98,0.24,0.12,0.45,3.1,0.2,0.6,0.12
74,12.78,33.075,5.76,0.3,0.14,0.57,4.1,0.2,2.7,0.05
75,12.73,33.075,5.75,0.3,0.14,0.58,4.2,0.2,2.9,0.04
86,12.3,33.104,5.67,0.22,0.14,0.7,5.8,0.12,5.0,0.0
100,11.77,33.1,5.77,0.1,0.07,0.93,9.3,0.01,8.7,0.0
110,11.64,33.164,5.72,0.06,0.04,1.01,10.7,0.01,10.0,0.03
125,11.42,33.372,5.29,0.04,0.06,1.14,11.1,0.01,12.3,0.0
141,10.33,33.379,4.63,0.01,0.02,1.23,13.0,0.0,14.1,0.0
150,10.08,33.61,4.24,0.01,0.02,1.4,16.1,0.0,16.7,0.0
163,9.79,33.695,3.75,0.01,0.01,1.66,21.1,0.0,20.7,0.0
200,8.82,33.956,3.5,0.0,0.01,1.75,27.6,0.0,23.1,0.03
201,8.82,33.958,3.49,0.0,0.01,1.75,27.7,0.0,23.1,0.03
0,19.02,33.388,5.43,0.11,0.02,0.33,2.9,0.0,0.0,0.32
2,19.02,33.388,5.43,0.11,0.02,0.33,2.9,0.0,0.0,0.32
10,18.78,33.389,5.45,0.11,0.03,0.33,2.9,0.0,0.0,0.17
20,18.8,33.422,5.43,0.11,0.03,0.31,2.6,0.0,0.0,0.01
30,18.79,33.439,5.43,0.11,0.05,0.31,2.4,0.01,0.0,0.02
31,18.8,33.455,5.43,0.11,0.05,0.31,2.4,0.01,0.0,0.02
40,16.93,33.489,5.99,0.36,0.27,0.44,1.9,0.04,1.2,0.58
50,13.69,33.65,6.29,0.31,0.16,0.76,2.3,0.17,5.8,1.22
51,13.95,33.635,6.32,0.3,0.14,0.8,2.3,0.18,6.4,1.24
60,12.37,33.657,5.47,0.31,0.15,1.2,9.0,0.65,12.9,0.39
69,11.72,33.642,4.99,0.17,0.07,1.36,13.2,0.04,16.0,0.15
75,11.33,33.655,4.79,0.11,0.05,1.44,15.0,0.03,17.4,0.15
85,11.04,33.691,4.54,0.04,0.03,1.54,17.0,0.01,18.8,0.16
100,10.43,33.659,4.21,0.02,0.03,1.6,18.7,0.01,19.7,0.04
101,10.37,33.659,4.19,0.02,0.03,1.6,18.8,0.01,19.7,0.03
120,9.69,33.748,3.6,0.01,0.02,1.71,22.0,0.01,21.8,0.0
125,9.58,33.767,3.42,0.01,0.02,1.76,23.3,0.01,22.7,0.0
140,9.17,33.873,2.97,0.0,0.02,1.92,27.3,0.01,25.1,0.0
150,8.79,33.926,2.94,0.0,0.02,1.96,29.1,0.01,25.9,0.0
170,8.55,33.96,2.87,0.0,0.02,2.01,32.0,0.01,26.8,0.01
200,8.09,33.994,2.61,0.0,0.02,2.12,36.9,0.0,28.8,0.11
202,8.09,33.998,2.59,0.0,0.02,2.13,37.2,0.0,28.9,0.12
0,20.56,33.497,6.11,1.08,0.36,0.26,3.7,0.01,0.0,0.17
1,20.56,33.497,6.11,1.08,0.36,0.26,3.7,0.01,0.0,0.17
5,19.29,33.456,6.28,2.31,0.61,0.28,3.8,0.01,0.0,0.19
10,13.52,33.308,6.54,4.99,0.75,0.52,4.4,0.15,2.3,0.75
15,12.64,33.314,5.78,0.81,0.09,0.75,6.2,0.18,5.8,0.31
20,12.35,33.351,5.41,0.74,0.13,0.89,8.0,0.26,7.8,0.59
21,12.36,33.353,5.34,0.73,0.14,0.92,8.3,0.28,8.2,0.65
0,21.18,33.514,5.85,0.74,0.15,0.24,3.3,0.0,0.1,0.0
1,21.18,33.514,5.85,0.74,0.15,0.24,3.3,0.0,0.1,0.0
7,14.6,33.252,6.72,0.43,0.17,0.36,3.7,0.0,0.5,0.11
10,13.97,33.245,6.81,1.04,0.34,0.37,3.2,0.0,0.8,0.46
16,13.53,33.357,6.99,2.27,0.67,0.38,2.1,0.01,1.1,0.81
20,13.09,33.365,6.45,5.86,1.62,0.51,2.0,0.04,0.8,0.23
21,13.09,33.365,6.45,5.76,1.76,0.51,1.9,0.04,0.9,0.0
24,12.92,33.363,6.04,4.57,1.41,0.67,4.2,0.11,3.4,0.57
30,12.67,33.381,5.47,2.94,0.93,0.88,7.1,0.19,6.5,0.73
34,12.56,33.412,5.24,2.25,0.75,0.97,8.2,0.22,7.7,0.83
40,12.4,33.428,5.07,1.51,0.67,1.06,9.7,0.27,9.0,1.09
0,21.31,33.513,6.06,0.61,0.13,0.23,3.3,0.01,0.0,0.23
2,21.31,33.513,6.06,0.61,0.13,0.23,3.3,0.01,0.0,0.23
10,14.88,33.338,6.82,1.12,0.55,0.35,3.5,0.01,0.0,0.21
20,13.42,33.32,6.49,1.84,0.72,0.48,3.4,0.07,1.6,0.39
30,12.57,33.473,5.04,0.81,0.64,0.96,9.0,0.39,9.0,0.17
40,12.09,33.529,4.41,0.5,0.38,1.22,11.5,0.16,13.2,0.26
50,11.94,33.573,4.01,0.22,0.2,1.36,13.3,0.17,15.0,0.07
60,11.81,33.592,3.9,0.23,0.25,1.4,14.2,0.07,15.8,0.05
70,11.42,33.606,4.02,0.16,0.14,1.36,14.2,0.03,15.8,0.0
75,11.05,33.668,3.67,0.12,0.13,1.49,16.6,0.03,17.4,0.01
86,10.89,33.753,2.84,0.04,0.12,1.81,22.3,0.02,21.2,0.03
100,10.65,33.768,2.99,0.03,0.09,1.78,22.5,0.02,21.4,0.0
101,10.61,33.773,3.0,0.03,0.09,1.78,22.5,0.02,21.4,0.0
120,10.61,33.846,2.42,0.02,0.11,1.98,26.1,0.02,23.1,0.05
125,10.57,33.849,2.35,0.02,0.11,2.01,26.6,0.02,23.4,0.05
150,10.25,33.97,2.09,0.01,0.1,2.11,28.7,0.02,24.7,0.08
170,10.13,34.043,1.99,0.01,0.08,2.15,29.9,0.02,25.3,0.11
200,10.12,34.136,1.58,0.0,0.07,2.3,33.2,0.01,26.3,0.23
0,22.01,33.555,5.48,0.37,0.06,0.2,3.6,0.0,0.0,0.11
2,22.01,33.555,5.48,0.37,0.06,0.2,3.6,0.0,0.0,0.11
10,20.08,33.461,5.89,0.35,0.06,0.26,3.4,0.0,0.0,0.15
20,15.58,33.306,6.57,0.25,0.08,0.32,3.0,0.0,0.1,0.28
30,14.94,33.418,6.51,0.41,0.17,0.35,2.3,0.01,0.0,0.19
40,13.83,33.423,6.42,1.54,0.61,0.46,1.4,0.03,0.7,0.21
50,12.66,33.452,5.05,0.67,0.43,0.95,8.5,0.33,8.8,0.07
60,12.21,33.478,4.78,0.44,0.4,1.09,10.5,0.09,11.3,0.08
70,11.81,33.57,4.16,0.18,0.21,1.31,13.6,0.04,14.7,0.11
75,11.68,33.568,4.04,0.15,0.2,1.36,14.3,0.04,15.5,0.16
85,11.37,33.615,3.9,0.09,0.18,1.43,15.3,0.03,16.5,0.23
100,10.79,33.705,3.43,0.03,0.1,1.6,18.8,0.02,19.0,0.03
101,10.78,33.712,3.4,0.03,0.09,1.61,19.1,0.02,19.2,0.01
120,10.44,33.818,2.93,0.02,0.07,1.8,22.7,0.01,21.4,0.0
125,10.22,33.834,2.96,0.02,0.07,1.8,23.3,0.01,21.7,0.0
140,9.83,33.895,3.0,0.02,0.06,1.82,25.1,0.01,22.5,0.0
150,10.05,34.061,2.6,0.02,0.06,1.97,27.8,0.01,23.8,0.0
169,10.01,34.134,1.75,0.01,0.05,2.26,32.8,0.02,26.1,0.01
200,9.92,34.165,1.65,0.01,0.05,2.31,33.6,0.02,26.5,0.0
202,9.91,34.17,1.64,0.01,0.05,2.31,33.7,0.02,26.5,0.0
0,21.76,33.479,5.28,0.15,0.02,0.27,2.7,0.0,0.0,0.0
2,21.76,33.479,5.28,0.15,0.02,0.27,2.7,0.0,0.0,0.0
10,21.03,33.457,5.61,0.2,0.02,0.26,2.6,0.0,0.0,0.08
20,17.33,33.364,6.38,0.24,0.04,0.29,2.4,0.0,0.0,0.14
30,14.7,33.232,6.54,0.36,0.17,0.35,3.2,0.0,0.0,0.09
40,13.55,33.218,6.17,1.14,0.51,0.54,4.6,0.11,2.3,0.12
50,13.52,33.41,5.85,0.79,0.5,0.64,3.9,0.12,3.1,0.51
60,12.97,33.422,5.29,0.52,0.45,0.85,7.1,0.26,6.8,0.32
69,12.38,33.416,5.12,0.28,0.29,0.99,8.8,0.13,9.8,0.11
75,11.75,33.397,4.98,0.18,0.22,1.07,10.2,0.07,11.4,0.1
84,11.56,33.506,4.7,0.1,0.15,1.2,12.4,0.01,13.4,0.09
100,10.97,33.627,3.96,0.05,0.09,1.44,16.1,0.01,17.1,0.06
119,10.35,33.75,3.34,0.02,0.05,1.68,21.4,0.0,20.6,0.03
125,10.25,33.748,3.23,0.02,0.05,1.72,22.3,0.0,21.1,0.02
138,10.03,33.83,3.05,0.01,0.07,1.78,23.9,0.0,21.8,0.0
150,9.84,33.864,2.92,0.01,0.06,1.84,25.6,0.0,22.7,0.0
168,9.48,33.967,2.76,0.01,0.04,1.93,28.2,0.0,24.2,0.0
199,8.83,34.016,2.51,0.0,0.02,2.08,33.0,0.0,26.7,0.06
0,19.06,33.396,5.51,0.16,0.0,0.29,4.0,0.0,0.0,0.0
1,19.06,33.396,5.51,0.16,0.0,0.29,4.0,0.0,0.0,0.0
8,18.9,33.385,5.52,0.17,0.0,0.3,4.1,0.0,0.0,0.0
10,18.87,33.375,5.53,0.17,0.0,0.3,4.0,0.0,0.0,0.0
15,18.71,33.378,5.57,0.18,0.0,0.3,3.8,0.0,0.0,0.0
20,17.68,33.366,5.97,0.27,0.02,0.31,3.8,0.0,0.0,0.02
24,15.78,33.257,6.29,0.37,0.03,0.33,3.8,0.0,0.0,0.05
30,15.45,33.239,6.3,0.49,0.12,0.34,4.0,0.0,0.0,0.1
34,15.13,33.255,6.31,0.58,0.2,0.36,4.1,0.0,0.0,0.13
42,13.95,33.193,5.99,0.85,0.38,0.47,4.4,0.15,1.1,0.17
50,13.56,33.277,5.79,0.64,0.45,0.61,5.4,0.23,3.2,0.32
52,13.58,33.292,5.74,0.56,0.46,0.64,5.7,0.25,3.8,0.34
60,12.89,33.273,5.5,0.45,0.47,0.73,6.2,0.11,5.5,0.04
68,12.49,33.293,5.38,0.33,0.29,0.83,7.4,0.06,7.3,0.11
75,12.08,33.37,5.14,0.22,0.18,0.93,8.8,0.03,9.0,0.05
79,12.01,33.393,4.99,0.16,0.14,0.99,9.6,0.02,9.9,0.0
94,11.44,33.508,4.52,0.07,0.08,1.18,12.7,0.01,13.1,0.0
100,11.15,33.557,4.38,0.06,0.06,1.23,13.5,0.0,14.0,0.0
106,11.12,33.569,4.26,0.06,0.05,1.29,14.5,0.0,14.9,0.0
120,10.42,33.65,3.98,0.02,0.02,1.53,18.8,0.0,18.6,0.0
125,10.19,33.715,3.8,0.02,0.02,1.59,20.2,0.0,19.6,0.01
139,9.8,33.819,3.29,0.01,0.02,1.73,23.5,0.0,21.7,0.03
150,9.5,33.868,3.09,0.01,0.02,1.82,25.3,0.0,22.8,0.07
168,9.37,33.923,2.88,0.0,0.02,1.93,27.9,0.0,24.1,0.12
199,8.96,34.04,2.34,0.0,0.02,2.11,33.8,0.0,26.9,0.0
0,19.14,33.495,5.5,0.14,0.02,0.29,3.3,0.0,0.0,0.19
2,19.14,33.495,5.5,0.14,0.02,0.29,3.3,0.0,0.0,0.19
10,18.4,33.538,5.62,0.19,0.03,0.27,2.7,0.0,0.0,0.1
20,18.27,33.625,5.66,0.27,0.06,0.26,1.7,0.0,0.0,0.0
30,14.87,33.344,6.36,0.79,0.45,0.46,5.3,0.08,1.6,0.27
40,13.25,33.259,5.98,0.68,0.47,0.7,7.0,0.27,4.8,0.38
50,12.28,33.264,5.61,0.41,0.31,0.89,8.5,0.32,8.0,0.17
61,11.92,33.334,5.39,0.28,0.22,1.02,9.9,0.06,10.2,0.2
69,11.64,33.443,5.17,0.13,0.12,1.14,11.8,0.02,12.4,0.02
75,11.33,33.479,5.01,0.1,0.08,1.2,12.8,0.02,13.5,0.06
84,10.95,33.489,4.73,0.05,0.05,1.29,14.4,0.01,15.0,0.12
100,10.6,33.676,3.97,0.04,0.06,1.58,19.4,0.0,19.3,0.13
118,10.25,33.751,3.51,0.03,0.06,1.72,22.1,0.0,21.4,0.02
125,9.93,33.798,3.3,0.02,0.06,1.78,23.6,0.0,22.3,0.02
139,9.59,33.862,2.93,0.01,0.05,1.89,26.5,0.0,24.0,0.03
150,9.27,33.904,2.89,0.01,0.04,1.92,27.8,0.0,24.6,0.03
169,9.04,33.962,2.83,0.0,0.03,1.96,29.9,0.0,25.3,0.04
199,8.57,34.04,2.38,0.01,0.04,2.15,35.8,0.0,27.8,0.0
0,19.79,33.766,5.43,0.19,0.03,0.22,0.8,0.0,0.0,0.06
1,19.79,33.766,5.43,0.19,0.03,0.22,0.8,0.0,0.0,0.06
10,19.6,33.764,5.44,0.18,0.04,0.22,0.6,0.0,0.0,0.02
19,19.13,33.75,5.59,0.26,0.06,0.23,0.7,0.0,0.0,0.05
20,18.94,33.744,5.76,0.65,0.14,0.24,0.7,0.01,0.2,0.06
30,14.68,33.632,6.63,3.21,0.77,0.39,0.7,0.07,1.9,0.12
36,12.81,33.595,5.33,1.05,0.47,1.02,8.9,0.41,10.0,0.05
40,12.45,33.593,5.08,0.69,0.35,1.14,10.8,0.29,11.9,0.11
50,11.74,33.616,4.67,0.28,0.19,1.31,13.7,0.04,14.8,0.08
60,11.66,33.617,4.58,0.24,0.17,1.34,14.4,0.03,15.2,0.13
70,10.48,33.736,3.49,0.05,0.08,1.7,21.0,0.0,20.9,0.16
75,10.28,33.749,3.42,0.04,0.08,1.73,22.2,0.0,21.3,0.11
84,10.04,33.769,3.3,0.02,0.07,1.77,23.1,0.0,22.1,0.0
100,9.59,33.828,3.1,0.01,0.06,1.83,25.6,0.0,23.2,0.0
119,9.15,33.929,2.89,0.0,0.04,1.92,28.9,0.0,24.5,0.0
125,9.09,33.94,2.87,0.0,0.04,1.93,29.4,0.0,24.7,0.0
139,8.97,33.976,2.85,0.01,0.04,1.95,30.5,0.0,25.0,0.0
150,8.78,34.001,2.79,0.01,0.04,1.98,31.7,0.0,25.5,0.0
169,8.66,34.026,2.61,0.0,0.03,2.06,34.3,0.0,26.6,0.0
200,8.26,34.076,2.08,0.0,0.02,2.26,40.0,0.0,29.0,0.0
201,8.28,34.079,2.06,0.0,0.02,2.27,40.2,0.0,29.1,0.0
0,19.07,33.634,5.53,0.23,0.03,0.25,1.0,0.0,0.0,0.04
1,19.07,33.634,5.53,0.23,0.03,0.25,1.0,0.0,0.0,0.04
10,18.89,33.646,5.59,0.25,0.03,0.23,1.1,0.0,0.0,0.0
20,15.37,33.627,6.87,1.22,0.43,0.28,0.3,0.01,0.2,0.14
30,13.51,33.639,5.69,3.18,1.26,0.83,5.4,0.17,7.3,0.25
40,12.01,33.611,4.8,3.23,1.22,1.24,12.7,0.07,13.8,0.0
49,11.61,33.63,4.58,0.61,0.37,1.36,14.7,0.02,15.7,0.08
50,11.55,33.631,4.55,0.57,0.35,1.37,14.9,0.02,15.9,0.08
60,11.13,33.665,4.28,0.16,0.14,1.49,17.0,0.01,17.9,0.0
70,10.66,33.694,3.96,0.09,0.12,1.59,18.9,0.0,19.5,0.0
75,10.38,33.719,3.84,0.06,0.1,1.62,19.6,0.0,20.0,0.0
85,9.93,33.721,3.6,0.03,0.07,1.68,21.3,0.0,21.1,0.0
100,9.46,33.881,3.06,0.01,0.04,1.84,25.9,0.0,23.6,0.0
102,9.45,33.892,2.99,0.01,0.04,1.86,26.5,0.0,23.9,0.0
120,9.08,33.971,2.71,0.01,0.04,1.98,30.4,0.0,25.5,0.0
125,9.02,33.975,2.67,0.01,0.04,2.0,31.0,0.0,25.8,0.01
139,8.87,34.008,2.57,0.01,0.03,2.04,32.6,0.0,26.4,0.02
150,8.68,34.05,2.45,0.01,0.03,2.1,34.5,0.0,27.2,0.02
169,8.52,34.084,2.13,0.0,0.03,2.24,38.3,0.0,28.6,0.0
200,8.54,34.211,1.23,0.02,0.04,2.54,44.2,0.0,30.8,0.0
201,8.54,34.216,1.2,0.02,0.04,2.55,44.4,0.0,30.9,0.0
0,18.2,33.386,5.58,0.15,0.03,0.32,4.1,0.0,0.0,0.09
3,18.2,33.386,5.58,0.15,0.03,0.32,4.1,0.0,0.0,0.09
10,18.19,33.376,5.58,0.15,0.03,0.32,3.9,0.0,0.0,0.02
20,17.91,33.379,5.64,0.18,0.05,0.32,4.2,0.0,0.0,0.14
21,17.98,33.384,5.65,0.18,0.05,0.32,4.2,0.0,0.0,0.15
